date,dtype,temp
2011-02-01,avg,16.54
2011-02-01,min,5.49
2011-03-01,max,40.37
2011-03-01,avg,29.55
2011-03-01,min,18.75
2011-04-01,max,43.81
2011-04-01,avg,32.85
2011-04-01,min,21.88
2011-05-01,max,51.19
2011-05-01,avg,41.25
2011-05-01,min,31.32
2011-06-01,max,63.93
2011-06-01,avg,51.28
2011-06-01,min,38.61
2011-07-01,max,77.02
2011-07-01,avg,61.99
2011-07-01,min,46.94
2011-08-01,max,76.3
2011-08-01,avg,61.29
2011-08-01,min,46.27
2011-09-01,max,68.68
2011-09-01,avg,53.8
2011-09-01,min,38.89
2011-10-01,max,52.74
2011-10-01,avg,42.44
2011-10-01,min,32.13
2011-11-01,max,36.54
2011-11-01,avg,26.15
2011-11-01,min,15.76
2011-12-01,max,31.1
2011-12-01,avg,20.48
2011-12-01,min,9.86
2012-01-01,max,33.35
2012-01-01,avg,23.68
2012-01-01,min,14.02
2012-02-01,max,32.61
2012-02-01,avg,21.88
2012-02-01,min,11.17
2012-03-01,max,47.28
2012-03-01,avg,35.47
2012-03-01,min,23.65
2012-04-01,max,53.47
2012-04-01,avg,40.89
2012-04-01,min,28.29
2012-05-01,max,57.29
2012-05-01,avg,44.67
2012-05-01,min,32.04
2012-06-01,max,70.43
2012-06-01,avg,55.6
2012-06-01,min,40.77
2012-07-01,max,79.32
2012-07-01,avg,64.26
2012-07-01,min,49.19
2012-08-01,max,76.96
2012-08-01,avg,61.48
2012-08-01,min,45.99
2012-09-01,max,68.72
2012-09-01,avg,53.92
2012-09-01,min,39.11
2012-10-01,max,49.14
2012-10-01,avg,38.3
2012-10-01,min,27.45
2012-11-01,max,41.11
2012-11-01,avg,31.62
2012-11-01,min,22.14
2012-12-01,max,29.64
2012-12-01,avg,20.25
2012-12-01,min,10.87
2013-01-01,max,30.06
2013-01-01,avg,19.96
2013-01-01,min,9.86
2013-02-01,max,32.34
2013-02-01,avg,21.96
2013-02-01,min,11.59
2013-03-01,max,41.47
2013-03-01,avg,28.76
2013-03-01,min,16.07
2013-04-01,max,44.55
2013-04-01,avg,32.4
2013-04-01,min,20.23
2013-05-01,max,57.92
2013-05-01,avg,46.63
2013-05-01,min,35.33
2013-06-01,max,68.94
2013-06-01,avg,55.11
2013-06-01,min,41.27
2013-07-01,max,77.85
2013-07-01,avg,63.16
2013-07-01,min,48.47
2013-08-01,max,76.8
2013-08-01,avg,62.33
2013-08-01,min,47.84
2013-09-01,max,63.37
2013-09-01,avg,52.68
2013-09-01,min,41.97
2013-10-01,max,46.69
2013-10-01,avg,36.36
2013-10-01,min,26.01
2013-11-01,max,39.58
2013-11-01,avg,29.55
2013-11-01,min,19.53
2013-12-01,max,26.49
2013-12-01,avg,17.13
2013-12-01,min,7.79
2014-01-01,max,32.83
2014-01-01,avg,22.5
2014-01-01,min,12.16
2014-02-01,max,26.83
2014-02-01,avg,16.75
2014-02-01,min,6.71
2014-03-01,max,40.44
2014-03-01,avg,29.37
2014-03-01,min,18.28
2014-04-01,max,48.67
2014-04-01,avg,36.55
2014-04-01,min,24.42
2014-05-01,max,59.67
2014-05-01,avg,47.01
2014-05-01,min,34.36
2014-06-01,max,63.41
2014-06-01,avg,51.39
2014-06-01,min,39.33
2014-07-01,max,76.75
2014-07-01,avg,62.1
2014-07-01,min,47.43
2014-08-01,max,69.78
2014-08-01,avg,57.83
2014-08-01,min,45.86
2014-09-01,max,64.24
2014-09-01,avg,51.55
2014-09-01,min,38.86
2014-10-01,max,56.16
2014-10-01,avg,44.2
2014-10-01,min,32.25
2014-11-01,max,34.84
2014-11-01,avg,24.64
2014-11-01,min,14.45
2014-12-01,max,32.0
2014-12-01,avg,23.45
2014-12-01,min,14.9
2015-01-01,max,35.71
2015-01-01,avg,25.47
2015-01-01,min,15.24
2015-02-01,max,38.01
2015-02-01,avg,27.23
2015-02-01,min,16.47
2015-03-01,max,48.49
2015-03-01,avg,35.56
2015-03-01,min,22.62
2015-04-01,max,50.52
2015-04-01,avg,38.05
2015-04-01,min,25.56
2015-05-01,max,54.77
2015-05-01,avg,44.82
2015-05-01,min,34.84
2015-06-01,max,72.91
2015-06-01,avg,59.2
2015-06-01,min,45.48
2015-07-01,max,72.41
2015-07-01,avg,59.07
2015-07-01,min,45.72
2015-08-01,max,73.6
2015-08-01,avg,59.36
2015-08-01,min,45.1
2015-09-01,max,68.74
2015-09-01,avg,54.77
2015-09-01,min,40.78
2015-10-01,max,56.48
2015-10-01,avg,45.66
2015-10-01,min,34.81
2015-11-01,max,35.55
2015-11-01,avg,25.95
2015-11-01,min,16.38
2015-12-01,max,29.86
2015-12-01,avg,20.57
2015-12-01,min,11.3
2016-01-01,max,33.01
2016-01-01,avg,24.12
2016-01-01,min,15.22
2016-02-01,max,40.1
2016-02-01,avg,29.61
2016-02-01,min,19.09
2016-03-01,max,43.54
2016-03-01,avg,32.07
2016-03-01,min,20.62
2016-04-01,max,51.85
2016-04-01,avg,40.64
2016-04-01,min,29.43
2016-05-01,max,56.89
2016-05-01,avg,45.66
2016-05-01,min,34.41
2016-06-01,max,73.9
2016-06-01,avg,58.93
2016-06-01,min,43.93
2016-07-01,max,75.72
2016-07-01,avg,60.87
2016-07-01,min,46.02
2016-08-01,max,74.39
2016-08-01,avg,59.52
2016-08-01,min,44.64
2016-09-01,max,62.89
2016-09-01,avg,50.99
2016-09-01,min,39.09
2016-10-01,max,51.73
2016-10-01,avg,42.24
2016-10-01,min,32.76
2016-11-01,max,45.45
2016-11-01,avg,35.33
2016-11-01,min,25.21
2016-12-01,max,24.67
2016-12-01,avg,14.59
2016-12-01,min,4.53
2017-01-01,max,26.4
2017-01-01,avg,15.84
2017-01-01,min,5.27
2017-02-01,max,35.42
2017-02-01,avg,25.75
2017-02-01,min,16.11
2017-03-01,max,45.88
2017-03-01,avg,36.16
2017-03-01,min,26.44
2017-04-01,max,48.74
2017-04-01,avg,37.53
2017-04-01,min,26.29
2017-05-01,max,59.52
2017-05-01,avg,46.49
2017-05-01,min,33.46
2017-06-01,max,67.77
2017-06-01,avg,54.72
2017-06-01,min,41.65
2017-07-01,max,79.21
2017-07-01,avg,63.93
2017-07-01,min,48.67
2017-08-01,max,73.51
2017-08-01,avg,59.4
2017-08-01,min,45.27
2017-09-01,max,61.95
2017-09-01,avg,50.04
2017-09-01,min,38.12
2017-10-01,max,49.71
2017-10-01,avg,38.25
2017-10-01,min,26.78
2017-11-01,max,39.79
2017-11-01,avg,30.61
2017-11-01,min,21.43
2017-12-01,max,31.46
2017-12-01,avg,22.15
2017-12-01,min,12.85
2018-01-01,max,34.16
2018-01-01,avg,24.8
2018-01-01,min,15.44
2018-02-01,max,27.19
2018-02-01,avg,16.79
2018-02-01,min,6.4
2018-03-01,max,40.91
2018-03-01,avg,29.55
2018-03-01,min,18.19
2018-04-01,max,48.54
2018-04-01,avg,36.36
2018-04-01,min,24.15
2018-05-01,max,61.12
2018-05-01,avg,49.28
2018-05-01,min,37.44
2018-06-01,max,66.83
2018-06-01,avg,54.12
2018-06-01,min,41.41
2018-07-01,max,77.11
2018-07-01,avg,62.24
2018-07-01,min,47.35
2018-08-01,max,73.08
2018-08-01,avg,58.82
2018-08-01,min,44.55
2018-09-01,max,66.27
2018-09-01,avg,51.84
2018-09-01,min,37.4
2018-10-01,max,49.48
2018-10-01,avg,38.77
2018-10-01,min,28.06
2018-11-01,max,36.59
2018-11-01,avg,26.73
2018-11-01,min,16.84
2018-12-01,max,30.33
2018-12-01,avg,20.64
2018-12-01,min,10.96
